e,t,w,r,c,k
2,1.054740514,0.180059213,0.603859023,A,3
1,0.190373269,0.244346755,0.686920875,A,5
1,0.243726719,0.150519228,0.551765407,A,3
1,0.427269047,0.232111881,0.67365781,A,4
0,4.543534946,0.214721886,0.652941469,A,4
0,1.593310551,0.087490242,0.395070532,A,1
0,1.301321287,0.187077792,0.614742538,A,4
2,4.812390943,0.06115199,0.303732079,A,1
2,0.206510383,0.147876821,0.546553223,A,3
1,5.145947009,0.132526387,0.514225165,A,2
1,0.49674039,0.234668084,0.676513669,A,5
1,1.878684476,0.185888821,0.612935321,A,4
2,5.365140787,0.130173277,0.508942006,A,2
0,0.272381636,0.155224714,0.560806643,A,3
1,1.020041988,0.177936955,0.600463693,A,3
2,0.400846623,0.110227066,0.460262656,A,1
1,1.878566164,0.125941551,0.499207892,A,2
0,7.206705436,0.100552284,0.433896636,A,1
2,0.439938099,0.089456081,0.401165717,A,1
2,8.929066527,0.13401333,0.517516943,A,2
2,1.719410825,0.164078394,0.577020803,A,3
0,1.364190276,0.088278484,0.397525623,A,1
1,2.04818677,0.199316886,0.632525163,A,4
2,6.522821332,0.126548259,0.500622204,A,2
2,2.161384523,0.187201995,0.614930483,A,4
2,0.935341232,0.174998199,0.595679308,A,3
0,3.994462886,0.142329016,0.535282419,A,2
1,1.19600252,0.07592794,0.357279868,A,1
1,2.785350847,0.087241728,0.394293398,A,1
2,4.4362689,0.059829098,0.298626162,A,1
2,1.114731515,0.285024226,0.724527019,A,5
1,2.729451616,0.143092157,0.536859693,A,2
1,1.926968665,0.358638244,0.773995298,A,5
0,5.973112592,0.092333014,0.409921072,A,1
1,0.119525154,0.299022124,0.735526945,A,5
1,0.077908555,0.254220788,0.696913542,A,5
0,3.431913303,0.122090176,0.490080312,A,2
1,1.123705119,0.219947635,0.659412246,A,4
2,5.331861163,0.208577178,0.645045419,A,4
0,1.882540067,0.155876764,0.562035762,A,3
1,2.255579393,0.302036536,0.737783855,A,5
1,2.609046396,0.147812152,0.546424419,A,3
1,1.133510975,0.371983974,0.781100968,A,5
2,4.743061871,0.10245864,0.439245939,A,1
1,0.365397687,0.279410614,0.719861342,A,5
1,0.520602984,0.134041878,0.517579792,A,2
2,2.823627619,0.190462454,0.619807988,A,4
2,0.198479512,0.160627093,0.570820641,A,3
1,6.467046104,0.156725765,0.563627624,A,3
1,0.332404436,0.159576643,0.568903384,A,3
1,1.672589707,0.238619648,0.680838943,A,5
1,1.856342892,0.167390764,0.582831615,A,3
0,0.780354859,0.284669117,0.724236347,A,5
1,2.126118162,0.172976062,0.592330273,A,3
2,4.008193302,0.177235241,0.599330085,A,3
2,1.852280195,0.161800342,0.572945285,A,3
1,3.598045408,0.139470354,0.52929599,A,2
1,1.620510502,0.179633722,0.603182259,A,3
0,0.652879605,0.245899876,0.688533232,A,5
1,0.816072742,0.228903023,0.670006705,A,4
1,2.107488469,0.246203274,0.688846395,A,5
1,6.511802965,0.330581421,0.75739894,A,5
1,2.305316634,0.190675321,0.620122697,A,4
2,0.977355917,0.175922897,0.597195228,A,3
2,1.39931561,0.307621688,0.741866491,A,5
1,5.516539139,0.161116456,0.57170897,A,3
2,0.554177201,0.110439491,0.460820216,A,1
0,5.102613345,0.115653317,0.474229962,A,1
2,0.072019473,0.127224015,0.502190034,A,2
2,2.018881197,0.093152892,0.412380957,A,1
1,5.2693969,0.291496798,0.729722458,A,5
1,4.186112051,0.130347116,0.509335436,A,2
1,9.476317158,0.258615913,0.701171002,A,5
1,2.605059469,0.428970394,0.806863659,A,5
1,0.548665293,0.14067337,0.531830398,A,2
2,2.866590768,0.191674516,0.6215939,A,4
2,1.927875257,0.131320129,0.511528293,A,2
1,2.520656799,0.531363743,0.840088173,A,5
0,2.800757597,0.107360181,0.452649875,A,1
1,4.100521863,0.26484687,0.707016212,A,5
2,1.848632307,0.234064423,0.675843395,A,5
1,5.899668709,0.239899912,0.682217447,A,5
2,1.566683184,0.249043547,0.691749814,A,5
1,2.388845184,0.211229517,0.648492723,A,4
1,6.990889912,0.210825613,0.647971624,A,4
1,0.339565347,0.115653493,0.474230407,A,1
0,8.514115521,0.198059902,0.630765499,A,4
1,0.446254196,0.142290445,0.535202469,A,2
0,1.438546325,0.514826184,0.835562821,A,5
0,0.315324394,0.22156426,0.661370105,A,4
0,5.262160885,0.231357203,0.672805797,A,4
2,0.960272322,0.068026303,0.329420475,A,1
1,2.178208611,0.097199908,0.424299312,A,1
2,8.986569977,0.111842429,0.464480278,A,1
1,3.35534315,0.130702654,0.510138522,A,2
0,8.620690694,0.131703101,0.512387102,A,2
2,1.703720836,0.213836491,0.651823192,A,4
1,4.609389399,0.150329934,0.551395294,A,3
0,1.150235985,0.146690374,0.544180586,A,2
0,1.601861659,0.266022343,0.708094612,A,5
1,0.653751437,0.071106503,0.340486526,A,1
1,0.440967068,0.160523842,0.570632819,A,3
1,5.34565936,0.233484671,0.675197261,A,4
1,2.524464905,0.254077227,0.696772549,A,5
0,1.212009108,0.152233302,0.555094083,A,3
0,10,0.13897718,0.528250599,A,2
1,4.174345336,0.153678962,0.557870002,A,3
0,1.5916751,0.139118183,0.528549869,A,2
2,1.923653255,0.139478635,0.52931351,A,2
1,1.675500255,0.096180574,0.421332095,A,1
0,0.611626513,0.152798078,0.556181961,A,3
2,1.191124427,0.181526515,0.606177728,A,4
1,5.924146963,0.132273634,0.513662049,A,2
2,0.714269641,0.105892578,0.448688553,A,1
1,3.631202162,0.086099285,0.390701575,A,1
0,10,0.141546138,0.533655277,A,2
1,1.783572593,0.329246953,0.756547659,A,5
2,1.165196626,0.132205187,0.513509374,A,2
1,1.48033137,0.128135839,0.504293223,A,2
1,0.025532985,0.502859161,0.83211447,A,5
2,0.208394808,0.0755544,0.356001342,A,1
0,4.228214617,0.174996581,0.595676647,A,3
1,3.490741163,0.215628021,0.654079283,A,4
1,2.682206454,0.136497225,0.522936581,A,2
1,3.957108718,0.26539814,0.7075229,A,5
0,0.736831059,0.22813332,0.669119789,A,4
0,0.843406701,0.168862096,0.585369833,A,3
0,0.345759378,0.103628948,0.442491695,A,1
2,2.51028087,0.188122875,0.616319027,A,4
0,0.291396914,0.14539324,0.541563316,A,2
2,4.656593422,0.115975061,0.475040435,A,1
1,8.725433971,0.175610162,0.596683624,A,3
1,0.434894258,0.208408619,0.644824303,A,4
1,9.671635297,0.160146424,0.569945102,A,3
2,0.307777157,0.232121823,0.673669007,A,4
2,7.426677502,0.060542275,0.301385445,A,1
1,8.24031599,0.222104085,0.662019345,A,4
2,1.47835403,0.131546127,0.512035382,A,2
0,3.295677681,0.185373162,0.612146969,A,4
1,1.615955796,0.261596495,0.703994415,A,5
1,3.270253817,0.174788865,0.595334785,A,3
1,4.6279546,0.171284501,0.589492413,A,3
0,0.357037393,0.057725069,0.290393965,A,1
2,4.543240899,0.10158206,0.436795852,A,1
2,2.163543478,0.223054539,0.663156973,A,4
2,3.163930355,0.093820381,0.414372226,A,1
0,1.110235518,0.158032738,0.566059507,A,3
1,5.791454152,0.186674803,0.614131638,A,4
0,0.398159246,0.143473472,0.537644548,A,2
2,0.626390232,0.117596384,0.479095031,A,2
1,0.033728214,0.092137871,0.409333297,A,1
2,4.027148052,0.183727929,0.609613083,A,4
1,1.129619022,0.077077553,0.361191354,A,1
2,0.784185706,0.114167055,0.470460635,A,1
0,2.538776787,0.158084035,0.566154497,A,3
0,2.188890088,0.112354776,0.465807325,A,1
1,9.967761174,0.154871495,0.560138438,A,3
1,0.669337313,0.233184247,0.674861506,A,4
0,10,0.166499913,0.581282054,A,3
1,2.90068845,0.174628395,0.595070345,A,3
1,0.044279648,0.313346531,0.745922433,A,5
2,2.0588094,0.158101138,0.566186158,A,3
1,0.170703794,0.185292865,0.61202396,A,4
1,4.95189066,0.074753148,0.35324624,A,1
1,5.063601094,0.167343965,0.582750452,A,3
2,4.179834193,0.121967343,0.489784894,A,2
0,2.151256395,0.101306441,0.436022102,A,1
1,1.873798852,0.246830518,0.68949197,A,5
0,0.315094339,0.163880698,0.576669699,A,3
1,0.124888105,0.241262081,0.68367208,A,5
0,2.992254751,0.114934085,0.472411146,A,1
0,1.660122434,0.06323604,0.311667937,A,1
1,2.370851966,0.176431112,0.598024262,A,3
1,0.208267303,0.241058309,0.683455262,A,5
1,2.551629071,0.457417812,0.817487507,A,5
2,0.093950139,0.235716934,0.677672208,A,5
1,0.933844851,0.252631015,0.695345294,A,5
1,1.804373092,0.129212214,0.50675785,A,2
0,0.212303762,0.190356234,0.619650779,A,4
0,1.756280852,0.136677485,0.523326083,A,2
1,0.899319882,0.195699012,0.627420197,A,4
2,2.969707168,0.102959079,0.440637396,A,1
1,5.584905549,0.141777006,0.534136076,A,2
2,3.813560515,0.092193438,0.409500757,A,1
1,0.025391975,0.16835327,0.584494999,A,3
1,4.993117153,0.198093219,0.630812331,A,4
0,1.060998985,0.169149278,0.58586222,A,3
0,3.277170327,0.128031681,0.504053689,A,2
1,0.212820221,0.150247322,0.551233614,A,3
2,1.537390969,0.085677841,0.389368532,A,1
0,0.423471569,0.151218446,0.553128193,A,3
0,0.004728147,0.081249763,0.375096061,A,1
2,8.027462723,0.164279446,0.577377366,A,3
1,0.166748409,0.333010503,0.758933166,A,5
1,1.12133799,0.219080202,0.658353261,A,4
1,1.223932604,0.298916123,0.735446885,A,5
1,1.671926276,0.283981883,0.723672121,A,5
0,5.006370829,0.144860635,0.54048156,A,2
0,1.837431885,0.191168412,0.620849959,A,4
2,3.797418502,0.079574221,0.369566222,A,1
2,6.335928827,0.236338802,0.678355507,A,5
1,0.459875205,0.123978146,0.49458724,A,2
2,1.713398038,0.240798164,0.68317806,A,5
1,1.669858165,0.078201767,0.364982619,A,1
1,2.121006668,0.261531926,0.703933788,A,5
1,2.020516162,0.13517346,0.520060479,A,2
1,1.973462263,0.292397631,0.730430415,A,5
1,4.020624033,0.164025072,0.576926153,A,3
0,1.054000216,0.128063443,0.504126753,A,2
0,10,0.201756935,0.635899186,A,4
2,0.155882495,0.161492158,0.572388895,A,3
2,6.910572834,0.128672262,0.505523938,A,2
2,3.088874179,0.115573533,0.474028683,A,1
1,0.117125182,0.433451264,0.808623165,A,5
2,2.156250146,0.113057482,0.467619145,A,1
0,6.974111267,0.206730472,0.642609464,A,4
0,5.48289367,0.151894986,0.554440311,A,3
1,0.262862348,0.11001463,0.459704175,A,1
0,0.733387913,0.094791419,0.417250917,A,1
0,5.55657647,0.091131503,0.40628807,A,1
2,0.687965396,0.094192205,0.41547705,A,1
2,1.431507878,0.09085466,0.405446211,A,1
1,4.037083146,0.217503219,0.656412744,A,4
1,1.41599354,0.150362738,0.551459469,A,3
0,0.211614732,0.36775327,0.778898782,A,5
1,0.104382335,0.212948585,0.650695239,A,4
1,0.507723716,0.319588521,0.750202474,A,5
0,4.459250788,0.202116191,0.636391343,A,4
1,0.038715071,0.231815604,0.673323806,A,4
1,0.141200863,0.199268714,0.632458,A,4
2,0.493598669,0.140742679,0.531975739,A,2
1,1.231578523,0.239167935,0.681430654,A,5
1,4.035688432,0.16476711,0.578240143,A,3
1,2.07361362,0.249952019,0.692667813,A,5
2,3.094348742,0.120073552,0.485195991,A,2
2,0.652596134,0.247014858,0.689681221,A,5
0,1.130280979,0.14590649,0.542601841,A,2
